Job Salary,Job Experience Required,Role Category,Functional Area,Industry,Job Title,Skills List
"350,000",2.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Angularjs, Web Developer, Web Technologies, Javascript, PHP, Bootstrap, Laravel, Web Development, Codeigniter"
"350,000",2.5,Retail Sales,"Sales , Retail , Business Development","Pharma, Biotech, Clinical Research",Medical Representative,"bde, ASE, MR, Territory Sales Officer, business development executive, Territory Executive, Sales Executive, Territory Manager, Area Sales Executive, Sales Officer"
"400,000",2.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Hibernate, Core Java, Advanced Java, Spring Boot, J2Ee"
"325,000",3.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,"IT Recruitment, US IT Recruitment"
"250,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"bpo, cce, inbound, customer service, customer care, call center, kpo, customer support, domestic, executive, voice process, calling, international"
"375,000",0.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",HR Manager,"part time, freelance, freelancer, hr, mba, human resource, Ad Sales, advertisement sales, Internet Marketing"
"200,000",2.0,Sales Support,"Sales , Retail , Business Development","Textiles, Garments, Accessories",Telesales,"market penetration, Customer Service, cold calling, inbound, telecalling, outbound calling, negotiation skills, Horeca Sales, customer support"
"525,000",3.5,Logistics,Purchase / Logistics / Supply Chain,"Internet, Ecommerce",Store Keeper,"logistics, outbound process, warehouse operations, warehouse management, inbound, six sigma, lean management, furniture, large, home appliances, consumer electronics, electronics, appliances, apparel, Outbound, 5S System, Kaizen Implementation"
"950,000",5.5,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Network Administrator,"Networking, Routing, Network Administration, CCNA, Switching"
"325,000",3.5,Retail/Personal Banking,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Sales Officer,"trading, portfolio manager, nism, stock market, capital market, demat, equity sales, equity market, relationship management, financial products, share broking, share markets, mutual funds, wealth management, commodity markets, finance"
"262,500",2.5,Teachers,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Counselor,"counselling, tele calling, voice process, voice support"
"150,000",2.0,Public Relations,"Marketing , Advertising , MR , PR , Media Planning","Strategy, Management Consulting Firms",Public Relations Executive,"Field Marketing, Sales, Conferences"
"1,150,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance",IT-Hardware & Networking,System Analyst,"Navisworks, User Administration, Isometrics, Architecture, Piping, AutoCAD, Plant Engineering, AutoPlant, 3D Modeling, Bentley"
"487,500",15.0,Channel Sales,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Sales ,"area manager, Sales & Distribution, business manager, business development manager"
"350,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"pre - sales, outbound process, Inside Sales, sales marketing, presales, Marketing, Communication Skills, voice based process, Sales, Lead Generation, inbound process, bpo fresher, Business Development, Mba Fresher, direct sales"
"350,000",3.5,Creative,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Copywriter,"creative writing, creative writer, copy writing, content writing, web content writing, copywriter"
"250,000",4.5,Retail Sales,"Sales , Retail , Business Development","Ceramics, Sanitary ware",Area Sales Manager,"project sales, sales management, assistant sales manager, project marketing, regional sales, area sales manager, regional sales manager, institutional sales, government liaison"
"312,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, bca, customer service, client servicing, kpo, call center, aegis, customer support, fresher, amex, voice process, english, hr fresher, uk shift"
"400,000",5.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Education, Teaching, Training",HR Manager,"hr, sales hiring, talent acquisition, Recruitment, Bulk Hiring, volume hiring, mass recruitment, mass hiring"
"300,000",3.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"business development, retail sales, sales, marketing, sales executive, sales manager, agency manager, unit manager, relationship manager, bdm, life insurance, insurance sales, channel sales, financial planning, relationship, bde, BDO"
"675,000",6.5,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Team Leader -(NonTechnical),income & TAx
"225,000",0.5,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Fresher,"bcom, bba, ba, background verification, non voice, backend, back office, bpo, voice process, fresher, Bpo Voice"
"650,000",11.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"HTML, CSS, Javascript, Web Development, Web Designing, .Net, Application Development, Application Design"
"2,000,000",7.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"deep learning, data management, data science, natural language processing, regression, machine learning, classification, neural network"
"650,000",7.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Testing Engineer,"Software Development Life Cycle, Writing Test Cases, Software Engineering, Selenium, Test Design, Software Quality, Cucumber, SDLC, SQL"
"312,500",2.5,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"wipro, teleperformance, tech mahindra, tlc, hcl, tcs, ibm, chat, chat process, live chat, non voice process, non voice, bpo, international bpo, international voice, Voice Process, Inbound"
"250,000",3.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive,"Entry Level, talent acquisition, IT Recruitment, Recruiter, sourcing, Client Handling, Recruitment"
"312,500",1.5,Quality,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Quality Assurance,"sales training, international bpo, inbound, staff management, analytical ability, interpersonal skills, key management, quality analysis, quality compliance"
"375,000",5.5,Quality,"ITES , BPO , KPO , LPO , Customer Service , Operations","Travel , Hotels , Restaurants , Airlines , Railways",Team Leader-Quality Assurance,"Training Needs, Operations, Call Quality, Quality Audit, Quality Compliance, Performance Management System, Vendor Audit, Customer Complaints, Ivr Testing, Mystery Shopping"
"300,000",1.5,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, chat process, international bpo, backend operations, technical support executive, kpo, technical support, international voice process, email support, international call center, non voice, backend, communication skills"
"750,000",5.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"C#, Communication Skills, Software Development, Javascript, ASP.Net, MVC, jquery, SQL"
"650,000",4.5,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer,"c#, python, Azure, java script, windows server, software engineering, mysql, dicom, javascript, centos"
"250,000",2.5,Online/Digital Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Social Media Marketing Manager,"seo, wordpress, smo, off - page optimization, link building, internet marketing, online marketing, Google AdWords, Digital Marketing, SEO Manager"
"187,500",1.5,Front Office/Customer Care,"Hotels , Restaurants",Other,Front Office,"administration, supervision, hospitality, hotel management, hospitality management"
"162,500",0.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Non Voice Process, Night Shift, Voice Process"
"1,100,000",8.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Java, Angularjs, Docker"
"1,350,000",7.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Aviation, Aerospace, Aeronautical",Production Manager,"surface treatment, Method Engineering, Machining, process planning, Process Engineering, heat treatment, Assembly"
"6,000,000",17.5,Senior Management,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Head,"business development, broking, broker, sales, head, vp, vice president, BFSI, banking, asset, wealth, stock, financial services, securities"
"1,450,000",5.0,Creative,"Design , Creative , User Experience","Strategy, Management Consulting Firms",Visualiser,"visualiser, video editing, photoshop, banners, jquery, javascript, newsletters, ppt, share point, web designing"
"212,500",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, Customer Support, Customer Service, Non Voice Process, inbound, outbound, email support, Voice Process, chat support"
"500,000",6.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit",Other,Accounts Manager,"accounting, taxation"
"500,000",4.0,Programming & Design,IT Software - Client/Server Programming,"NGO, Social Services, Regulators, Industry Associations",Software Developer,"C#, CSS, Software Development, ADO.Net, Javascript, Web Application, ASP.Net, MS SQL Server, .Net, HTML"
"400,000",5.5,Retail Sales,"Sales , Retail , Business Development","Medical, Healthcare, Hospitals",Sales Executive,"Target Achievement, Selling Skills, Skill Development, Hiring, Corrective Action, Performance Management, Regional Sales, Cost Benefit Analysis, Market Intelligence, Sales Training"
"250,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"bpo, cce, inbound, customer service, customer care, call center, kpo, us process, customer support, domestic, executive, voice process, calling, international, UK Process"
"1,250,000",7.5,Marketing,"Marketing , Advertising , MR , PR , Media Planning","Banking, Financial Services, Broking",Marketing Manager,"Go Getter, Marketing Management, Strategic Alliances, Distribution, Strategy, Sales Management, Business Development"
"575,000",5.5,Institutional Sales,"Sales , Retail , Business Development","Automobile, Auto Anciliary, Auto Components",Sales,MIS
"500,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","Media, Entertainment, Internet",Software Developer,"css, javascript, node.js, front end, svn, angularjs, Python, GIT"
"375,000",0.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",HR Manager,"online marketing, internet marketing, digital marketing, digital sales, online sales, ad sales, data entry"
"150,000",3.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive,"Tally, Petty Cash Management, Income Tax, Accounting, Bank Reconciliation Statement, Vouchers, Finance, PF, Taxation, TDS Return"
"237,500",1.5,Other,"Executive Assistant , Front Office , Data Entry","BPO, Call Centre, ITeS",Fresher,"bpo, voice, front office executive, computer operating, cce, computer operator, office assistance, part time, executive, fresher, Back Office, typing, backend, data entry"
"287,500",2.5,Training,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Technical,"Sales Training, Process Training, Presentation Skills, Excel Powerpoint, Quality Operations, Communication Skills"
"187,500",3.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Retail, Wholesale",HR Executive,"HR Generalist Activities, HR Operations, Business HR, Business Partnering, Payroll, Manpower Planning, recruitment, HR, Senior HR Executive, Human Resource Management"
"1,800,000",15.0,Senior Management,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Head,"sales head, regional sales, zonal manager, area head, zonal sales manager, sales management, zonal head, zsm, regional head, region"
"262,500",5.5,Documentation/Shipping,"Export , Import , Merchandising","Export, Import",Documentation,"Accounting, export documentation, Export Logistics"
"375,000",0.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",HR Manager,"part time, back office, data entry, digital marketing, fresher, bpo, sales, marketing sales, Freelancing, B Tech"
"300,000",2.5,Sales Support,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Sales Coordinator,"after sales support, marketing support, sales support, sales coordinator, business support, Customer Support Executive, customer service executive, customer care executive"
"400,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"laravel, oscommerce, drupal, Wordpress, php, Magento Developer, magento"
"250,000",3.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Media, Entertainment, Internet",HR Executive,"hr, labour laws, hiring, taxation, written communication, onboarding, Joining Formalities"
"325,000",1.0,Marketing,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Manager - Market Research ,"Bcom, Bba, Innovative, Promotions, Management, Branding, Mba, Marketing, Communication Skills, Client Servicing, Fresher, Business Development, Advertising"
"250,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"inbound, customer calling, Data Entry, Backend Operations, Back Office, Back Office Support, Backend, Bpo Non Voice, Non Voice, Non Voice Process, Typing, Hindi Typing"
"650,000",7.5,Operations/Processes/Finance/Legal,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Finance,"accounts payable, Accounting, Finance, General Ledger Accounting, SOD, General Ledger, Corporate Accounting, Financial Management"
